participant_age,participant_number,response_id,response__uuid,age_range,rounded_age,age_float,gender,lan_spoken,scenario_order,fault_order,cause_order,gender_order,question,full_response
3,6,243422,20fd8d46-b643-418b-9eb7-db25e32e76bb,1095-1460,1140,3.1233,f,en,wall_first,fault_first,cause_first,boy,lexical,suzy
3,6,243422,20fd8d46-b643-418b-9eb7-db25e32e76bb,1095-1460,1140,3.1233,f,en,wall_first,fault_first,cause_first,girl,fault,bobby
3,6,243422,20fd8d46-b643-418b-9eb7-db25e32e76bb,1095-1460,1140,3.1233,f,en,wall_first,fault_first,cause_first,girl,cause,bobby
3,6,243422,20fd8d46-b643-418b-9eb7-db25e32e76bb,1095-1460,1140,3.1233,f,en,wall_first,fault_first,cause_first,girl,lexical,bobby
3,7,243613,ba2f688f-e1b9-4d1a-b2a3-76166cd1911d,1095-1460,1140,3.1233,f,en,wall_second,fault_first,cause_first,boy,fault,the girl
3,7,243613,ba2f688f-e1b9-4d1a-b2a3-76166cd1911d,1095-1460,1140,3.1233,f,en,wall_second,fault_first,cause_first,boy,cause,the girl
3,7,243613,ba2f688f-e1b9-4d1a-b2a3-76166cd1911d,1095-1460,1140,3.1233,f,en,wall_second,fault_first,cause_first,boy,lexical,the girl
3,7,243613,ba2f688f-e1b9-4d1a-b2a3-76166cd1911d,1095-1460,1140,3.1233,f,en,wall_second,fault_first,cause_first,girl,fault,the boy
3,7,243613,ba2f688f-e1b9-4d1a-b2a3-76166cd1911d,1095-1460,1140,3.1233,f,en,wall_second,fault_first,cause_first,girl,cause,the boy
3,7,243613,ba2f688f-e1b9-4d1a-b2a3-76166cd1911d,1095-1460,1140,3.1233,f,en,wall_second,fault_first,cause_first,girl,lexical,the boy
3,8,250562,9f5546e4-78cb-49ed-8e8c-9563371da6a8,1095-1460,1140,3.1233,m,en de,wall_second,fault_second,cause_first,girl,cause,bobby
3,8,250562,9f5546e4-78cb-49ed-8e8c-9563371da6a8,1095-1460,1140,3.1233,m,en de,wall_second,fault_second,cause_first,girl,lexical,bobby
3,8,250562,9f5546e4-78cb-49ed-8e8c-9563371da6a8,1095-1460,1140,3.1233,m,en de,wall_second,fault_second,cause_first,girl,fault,sophia
3,8,250562,9f5546e4-78cb-49ed-8e8c-9563371da6a8,1095-1460,1140,3.1233,m,en de,wall_second,fault_second,cause_first,boy,cause,andy
3,8,250562,9f5546e4-78cb-49ed-8e8c-9563371da6a8,1095-1460,1140,3.1233,m,en de,wall_second,fault_second,cause_first,boy,lexical,andy
3,8,250562,9f5546e4-78cb-49ed-8e8c-9563371da6a8,1095-1460,1140,3.1233,m,en de,wall_second,fault_second,cause_first,boy,fault,andy
3,9,250587,986494b3-0a94-40e8-98d2-8cbc30491c51,1095-1460,1140,3.1233,m,en,wall_first,fault_first,cause_second,girl,fault,andy
3,9,250587,986494b3-0a94-40e8-98d2-8cbc30491c51,1095-1460,1140,3.1233,m,en,wall_first,fault_first,cause_second,girl,lexical,andy
3,9,250587,986494b3-0a94-40e8-98d2-8cbc30491c51,1095-1460,1140,3.1233,m,en,wall_first,fault_first,cause_second,girl,cause,andy
3,9,250587,986494b3-0a94-40e8-98d2-8cbc30491c51,1095-1460,1140,3.1233,m,en,wall_first,fault_first,cause_second,boy,fault,sophia
3,9,250587,986494b3-0a94-40e8-98d2-8cbc30491c51,1095-1460,1140,3.1233,m,en,wall_first,fault_first,cause_second,boy,lexical,sophia
3,9,250587,986494b3-0a94-40e8-98d2-8cbc30491c51,1095-1460,1140,3.1233,m,en,wall_first,fault_first,cause_second,boy,cause,sophia
3,10,253366,f1bda7b8-c83d-494d-ae1e-abaf0a426dc4,1095-1460,1140,3.1233,m,en,wall_first,fault_first,cause_first,girl,fault,suzy
3,10,253366,f1bda7b8-c83d-494d-ae1e-abaf0a426dc4,1095-1460,1140,3.1233,m,en,wall_first,fault_first,cause_first,girl,cause,andy
3,10,253366,f1bda7b8-c83d-494d-ae1e-abaf0a426dc4,1095-1460,1140,3.1233,m,en,wall_first,fault_first,cause_first,girl,lexical,andy
3,10,253366,f1bda7b8-c83d-494d-ae1e-abaf0a426dc4,1095-1460,1140,3.1233,m,en,wall_first,fault_first,cause_first,boy,fault,sophia
3,10,253366,f1bda7b8-c83d-494d-ae1e-abaf0a426dc4,1095-1460,1140,3.1233,m,en,wall_first,fault_first,cause_first,boy,cause,sophia
3,10,253366,f1bda7b8-c83d-494d-ae1e-abaf0a426dc4,1095-1460,1140,3.1233,m,en,wall_first,fault_first,cause_first,boy,lexical,sophia
3,11,267890,78b301b8-47b4-4362-b73f-14d3be78a1de,1095-1460,1140,3.1233,f,en,wall_second,fault_second,cause_first,boy,cause,sophia
3,11,267890,78b301b8-47b4-4362-b73f-14d3be78a1de,1095-1460,1140,3.1233,f,en,wall_second,fault_second,cause_first,boy,lexical,sophia
3,11,267890,78b301b8-47b4-4362-b73f-14d3be78a1de,1095-1460,1140,3.1233,f,en,wall_second,fault_second,cause_first,boy,fault,bobby
3,11,267890,78b301b8-47b4-4362-b73f-14d3be78a1de,1095-1460,1140,3.1233,f,en,wall_second,fault_second,cause_first,girl,cause,andy
3,11,267890,78b301b8-47b4-4362-b73f-14d3be78a1de,1095-1460,1140,3.1233,f,en,wall_second,fault_second,cause_first,girl,lexical,andy
3,11,267890,78b301b8-47b4-4362-b73f-14d3be78a1de,1095-1460,1140,3.1233,f,en,wall_second,fault_second,cause_first,girl,fault,andy
3,12,252155,55f757f4-6b56-48f6-8196-4c6f59d29c34,1095-1460,1170,3.2055,f,en,wall_first,fault_second,cause_first,boy,cause,suzy
3,12,252155,55f757f4-6b56-48f6-8196-4c6f59d29c34,1095-1460,1170,3.2055,f,en,wall_first,fault_second,cause_first,boy,lexical,andy
3,12,252155,55f757f4-6b56-48f6-8196-4c6f59d29c34,1095-1460,1170,3.2055,f,en,wall_first,fault_second,cause_first,boy,fault,suzy
3,12,252155,55f757f4-6b56-48f6-8196-4c6f59d29c34,1095-1460,1170,3.2055,f,en,wall_first,fault_second,cause_first,girl,cause,bobby
3,12,252155,55f757f4-6b56-48f6-8196-4c6f59d29c34,1095-1460,1170,3.2055,f,en,wall_first,fault_second,cause_first,girl,lexical,bobby
3,12,252155,55f757f4-6b56-48f6-8196-4c6f59d29c34,1095-1460,1170,3.2055,f,en,wall_first,fault_second,cause_first,girl,fault,bobby
3,13,255080,85dc78b8-1d65-4d7c-ac3e-e671cff77101,1095-1460,1170,3.2055,f,en ru,wall_second,fault_second,cause_first,girl,cause,bobby
3,13,255080,85dc78b8-1d65-4d7c-ac3e-e671cff77101,1095-1460,1170,3.2055,f,en ru,wall_second,fault_second,cause_first,girl,lexical,bobby
3,13,255080,85dc78b8-1d65-4d7c-ac3e-e671cff77101,1095-1460,1170,3.2055,f,en ru,wall_second,fault_second,cause_first,girl,fault,bobby
3,13,255080,85dc78b8-1d65-4d7c-ac3e-e671cff77101,1095-1460,1170,3.2055,f,en ru,wall_second,fault_second,cause_first,boy,cause,suzy
3,13,255080,85dc78b8-1d65-4d7c-ac3e-e671cff77101,1095-1460,1170,3.2055,f,en ru,wall_second,fault_second,cause_first,boy,lexical,suzy
3,13,255080,85dc78b8-1d65-4d7c-ac3e-e671cff77101,1095-1460,1170,3.2055,f,en ru,wall_second,fault_second,cause_first,boy,fault,suzy
3,14,255607,efce583b-c153-4b2e-ae1d-6bd097b91286,1095-1460,1170,3.2055,m,en,wall_first,fault_first,cause_first,boy,fault,andy
3,14,255607,efce583b-c153-4b2e-ae1d-6bd097b91286,1095-1460,1170,3.2055,m,en,wall_first,fault_first,cause_first,boy,cause,andy
3,14,255607,efce583b-c153-4b2e-ae1d-6bd097b91286,1095-1460,1170,3.2055,m,en,wall_first,fault_first,cause_first,boy,lexical,andy
3,14,255607,efce583b-c153-4b2e-ae1d-6bd097b91286,1095-1460,1170,3.2055,m,en,wall_first,fault_first,cause_first,girl,fault,sophia
3,14,255607,efce583b-c153-4b2e-ae1d-6bd097b91286,1095-1460,1170,3.2055,m,en,wall_first,fault_first,cause_first,girl,cause,sophia
3,14,255607,efce583b-c153-4b2e-ae1d-6bd097b91286,1095-1460,1170,3.2055,m,en,wall_first,fault_first,cause_first,girl,lexical,sophia
3,15,267312,9382909c-9ef8-42e8-b1b7-1b7f37d6682c,1095-1460,1170,3.2055,m,en,wall_second,fault_second,cause_second,girl,lexical,bobby
3,15,267312,9382909c-9ef8-42e8-b1b7-1b7f37d6682c,1095-1460,1170,3.2055,m,en,wall_second,fault_second,cause_second,girl,cause,bobby
3,15,267312,9382909c-9ef8-42e8-b1b7-1b7f37d6682c,1095-1460,1170,3.2055,m,en,wall_second,fault_second,cause_second,girl,fault,bobby
3,15,267312,9382909c-9ef8-42e8-b1b7-1b7f37d6682c,1095-1460,1170,3.2055,m,en,wall_second,fault_second,cause_second,boy,lexical,suzy
3,15,267312,9382909c-9ef8-42e8-b1b7-1b7f37d6682c,1095-1460,1170,3.2055,m,en,wall_second,fault_second,cause_second,boy,cause,suzy
3,15,267312,9382909c-9ef8-42e8-b1b7-1b7f37d6682c,1095-1460,1170,3.2055,m,en,wall_second,fault_second,cause_second,boy,fault,suzy
3,16,241465,98460e66-5a43-435b-9767-8abe91980b18,1095-1460,1200,3.2877,m,en,wall_second,fault_first,cause_second,girl,fault,Bobby.
3,16,241465,98460e66-5a43-435b-9767-8abe91980b18,1095-1460,1200,3.2877,m,en,wall_second,fault_first,cause_second,girl,lexical,Bobby.
3,16,241465,98460e66-5a43-435b-9767-8abe91980b18,1095-1460,1200,3.2877,m,en,wall_second,fault_first,cause_second,girl,cause,Sophia.
3,16,241465,98460e66-5a43-435b-9767-8abe91980b18,1095-1460,1200,3.2877,m,en,wall_second,fault_first,cause_second,boy,fault,Andy.
3,16,241465,98460e66-5a43-435b-9767-8abe91980b18,1095-1460,1200,3.2877,m,en,wall_second,fault_first,cause_second,boy,lexical,suzy.
3,16,241465,98460e66-5a43-435b-9767-8abe91980b18,1095-1460,1200,3.2877,m,en,wall_second,fault_first,cause_second,boy,cause,Andy.
3,17,242176,b766b497-0656-48a0-8e7f-ee1109785c85,1095-1460,1200,3.2877,m,en,wall_second,fault_second,cause_second,girl,lexical,bobby
3,17,242176,b766b497-0656-48a0-8e7f-ee1109785c85,1095-1460,1200,3.2877,m,en,wall_second,fault_second,cause_second,girl,cause,bobby
3,17,242176,b766b497-0656-48a0-8e7f-ee1109785c85,1095-1460,1200,3.2877,m,en,wall_second,fault_second,cause_second,girl,fault,bobby
3,17,242176,b766b497-0656-48a0-8e7f-ee1109785c85,1095-1460,1200,3.2877,m,en,wall_second,fault_second,cause_second,boy,lexical,suzy
3,17,242176,b766b497-0656-48a0-8e7f-ee1109785c85,1095-1460,1200,3.2877,m,en,wall_second,fault_second,cause_second,boy,cause,suzy
3,17,242176,b766b497-0656-48a0-8e7f-ee1109785c85,1095-1460,1200,3.2877,m,en,wall_second,fault_second,cause_second,boy,fault,suzy
3,18,243654,da3ab40e-a487-40c6-b923-40a2a8c5cc5e,1095-1460,1200,3.2877,f,en,wall_first,fault_first,cause_second,boy,fault,suzy
3,18,243654,da3ab40e-a487-40c6-b923-40a2a8c5cc5e,1095-1460,1200,3.2877,f,en,wall_first,fault_first,cause_second,boy,lexical,suzy
3,18,243654,da3ab40e-a487-40c6-b923-40a2a8c5cc5e,1095-1460,1200,3.2877,f,en,wall_first,fault_first,cause_second,boy,cause,suzy
3,18,243654,da3ab40e-a487-40c6-b923-40a2a8c5cc5e,1095-1460,1200,3.2877,f,en,wall_first,fault_first,cause_second,girl,fault,bobby
3,18,243654,da3ab40e-a487-40c6-b923-40a2a8c5cc5e,1095-1460,1200,3.2877,f,en,wall_first,fault_first,cause_second,girl,lexical,bobby
3,18,243654,da3ab40e-a487-40c6-b923-40a2a8c5cc5e,1095-1460,1200,3.2877,f,en,wall_first,fault_first,cause_second,girl,cause,bobby
3,19,241505,9115b70e-fa26-42ca-b390-df77475aa186,1095-1460,1230,3.3699,f,en,wall_first,fault_second,cause_first,girl,cause,the boy
3,19,241505,9115b70e-fa26-42ca-b390-df77475aa186,1095-1460,1230,3.3699,f,en,wall_first,fault_second,cause_first,girl,lexical,The boy.
3,19,241505,9115b70e-fa26-42ca-b390-df77475aa186,1095-1460,1230,3.3699,f,en,wall_first,fault_second,cause_first,girl,fault,the boy.
3,19,241505,9115b70e-fa26-42ca-b390-df77475aa186,1095-1460,1230,3.3699,f,en,wall_first,fault_second,cause_first,boy,cause,That girl.
3,19,241505,9115b70e-fa26-42ca-b390-df77475aa186,1095-1460,1230,3.3699,f,en,wall_first,fault_second,cause_first,boy,lexical,That girl.
3,19,241505,9115b70e-fa26-42ca-b390-df77475aa186,1095-1460,1230,3.3699,f,en,wall_first,fault_second,cause_first,boy,fault,The girl.
3,20,244464,f109b1d5-6007-41f4-8efd-1956119accba,1095-1460,1230,3.3699,f,en yue,wall_first,fault_first,cause_first,girl,fault,Andy.
3,20,244464,f109b1d5-6007-41f4-8efd-1956119accba,1095-1460,1230,3.3699,f,en yue,wall_first,fault_first,cause_first,girl,cause,Andy.
3,20,244464,f109b1d5-6007-41f4-8efd-1956119accba,1095-1460,1230,3.3699,f,en yue,wall_first,fault_first,cause_first,girl,lexical,Andy.
3,20,244464,f109b1d5-6007-41f4-8efd-1956119accba,1095-1460,1230,3.3699,f,en yue,wall_first,fault_first,cause_first,boy,fault,sophia.
3,20,244464,f109b1d5-6007-41f4-8efd-1956119accba,1095-1460,1230,3.3699,f,en yue,wall_first,fault_first,cause_first,boy,cause,sophia.
3,20,244464,f109b1d5-6007-41f4-8efd-1956119accba,1095-1460,1230,3.3699,f,en yue,wall_first,fault_first,cause_first,boy,lexical,sophia.
3,21,250111,4248f173-a5b2-48e6-bb6d-38247febd7bc,1095-1460,1230,3.3699,m,en es,wall_first,fault_second,cause_first,boy,cause,Andy.
3,21,250111,4248f173-a5b2-48e6-bb6d-38247febd7bc,1095-1460,1230,3.3699,m,en es,wall_first,fault_second,cause_first,boy,lexical,Andy.
3,21,250111,4248f173-a5b2-48e6-bb6d-38247febd7bc,1095-1460,1230,3.3699,m,en es,wall_first,fault_second,cause_first,boy,fault,suzy
3,21,250111,4248f173-a5b2-48e6-bb6d-38247febd7bc,1095-1460,1230,3.3699,m,en es,wall_first,fault_second,cause_first,girl,cause,bobby
3,21,250111,4248f173-a5b2-48e6-bb6d-38247febd7bc,1095-1460,1230,3.3699,m,en es,wall_first,fault_second,cause_first,girl,lexical,bobby
3,21,250111,4248f173-a5b2-48e6-bb6d-38247febd7bc,1095-1460,1230,3.3699,m,en es,wall_first,fault_second,cause_first,girl,fault,bobby
3,22,255671,18610f55-43f5-492a-9bbd-acbcab2f3009,1095-1460,1230,3.3699,m,en,wall_first,fault_first,cause_second,girl,fault,suzy's
3,22,255671,18610f55-43f5-492a-9bbd-acbcab2f3009,1095-1460,1230,3.3699,m,en,wall_first,fault_first,cause_second,girl,lexical,Andy.
3,22,255671,18610f55-43f5-492a-9bbd-acbcab2f3009,1095-1460,1230,3.3699,m,en,wall_first,fault_first,cause_second,girl,cause,Andy.
3,22,255671,18610f55-43f5-492a-9bbd-acbcab2f3009,1095-1460,1230,3.3699,m,en,wall_first,fault_first,cause_second,boy,fault,bobby
3,22,255671,18610f55-43f5-492a-9bbd-acbcab2f3009,1095-1460,1230,3.3699,m,en,wall_first,fault_first,cause_second,boy,lexical,sophia.
3,22,255671,18610f55-43f5-492a-9bbd-acbcab2f3009,1095-1460,1230,3.3699,m,en,wall_first,fault_first,cause_second,boy,cause,bobby
3,23,244371,e241fb98-9ac9-478e-8fa9-c2e16924524f,1095-1460,1260,3.4521,m,en,wall_second,fault_second,cause_first,boy,cause,sophia
3,23,244371,e241fb98-9ac9-478e-8fa9-c2e16924524f,1095-1460,1260,3.4521,m,en,wall_second,fault_second,cause_first,boy,lexical,sophia
3,23,244371,e241fb98-9ac9-478e-8fa9-c2e16924524f,1095-1460,1260,3.4521,m,en,wall_second,fault_second,cause_first,boy,fault,sophia
3,23,244371,e241fb98-9ac9-478e-8fa9-c2e16924524f,1095-1460,1260,3.4521,m,en,wall_second,fault_second,cause_first,girl,cause,andy
3,23,244371,e241fb98-9ac9-478e-8fa9-c2e16924524f,1095-1460,1260,3.4521,m,en,wall_second,fault_second,cause_first,girl,lexical,andy
3,23,244371,e241fb98-9ac9-478e-8fa9-c2e16924524f,1095-1460,1260,3.4521,m,en,wall_second,fault_second,cause_first,girl,fault,andy
3,24,254529,5ac62b2f-d67e-4755-b810-894cc39e07b3,1095-1460,1260,3.4521,f,en,wall_second,fault_second,cause_first,girl,cause,bobby
3,24,254529,5ac62b2f-d67e-4755-b810-894cc39e07b3,1095-1460,1260,3.4521,f,en,wall_second,fault_second,cause_first,girl,lexical,bobby
3,24,254529,5ac62b2f-d67e-4755-b810-894cc39e07b3,1095-1460,1260,3.4521,f,en,wall_second,fault_second,cause_first,girl,fault,bobby
3,24,254529,5ac62b2f-d67e-4755-b810-894cc39e07b3,1095-1460,1260,3.4521,f,en,wall_second,fault_second,cause_first,boy,cause,suzy
3,24,254529,5ac62b2f-d67e-4755-b810-894cc39e07b3,1095-1460,1260,3.4521,f,en,wall_second,fault_second,cause_first,boy,lexical,suzy
3,24,254529,5ac62b2f-d67e-4755-b810-894cc39e07b3,1095-1460,1260,3.4521,f,en,wall_second,fault_second,cause_first,boy,fault,suzy
3,25,256319,222b779d-3ffd-4b55-a634-c9ad88f9f4bb,1095-1460,1260,3.4521,m,en,wall_first,fault_first,cause_second,girl,fault,andy
3,25,256319,222b779d-3ffd-4b55-a634-c9ad88f9f4bb,1095-1460,1260,3.4521,m,en,wall_first,fault_first,cause_second,girl,lexical,andy
3,25,256319,222b779d-3ffd-4b55-a634-c9ad88f9f4bb,1095-1460,1260,3.4521,m,en,wall_first,fault_first,cause_second,girl,cause,andy
3,25,256319,222b779d-3ffd-4b55-a634-c9ad88f9f4bb,1095-1460,1260,3.4521,m,en,wall_first,fault_first,cause_second,boy,fault,sophia
3,25,256319,222b779d-3ffd-4b55-a634-c9ad88f9f4bb,1095-1460,1260,3.4521,m,en,wall_first,fault_first,cause_second,boy,lexical,sophia
3,25,256319,222b779d-3ffd-4b55-a634-c9ad88f9f4bb,1095-1460,1260,3.4521,m,en,wall_first,fault_first,cause_second,boy,cause,sophia
3,26,269563,3eb7e01b-3e5b-4b3f-b009-d76b73fa7e92,1095-1460,1260,3.4521,f,en,wall_first,fault_first,cause_first,boy,fault,suzy
3,26,269563,3eb7e01b-3e5b-4b3f-b009-d76b73fa7e92,1095-1460,1260,3.4521,f,en,wall_first,fault_first,cause_first,boy,cause,andy
3,26,269563,3eb7e01b-3e5b-4b3f-b009-d76b73fa7e92,1095-1460,1260,3.4521,f,en,wall_first,fault_first,cause_first,boy,lexical,suzy
3,26,269563,3eb7e01b-3e5b-4b3f-b009-d76b73fa7e92,1095-1460,1260,3.4521,f,en,wall_first,fault_first,cause_first,girl,fault,bobby
3,26,269563,3eb7e01b-3e5b-4b3f-b009-d76b73fa7e92,1095-1460,1260,3.4521,f,en,wall_first,fault_first,cause_first,girl,cause,sophia
3,26,269563,3eb7e01b-3e5b-4b3f-b009-d76b73fa7e92,1095-1460,1260,3.4521,f,en,wall_first,fault_first,cause_first,girl,lexical,bobby
3,27,243721,4a2f9ad3-4017-4af0-b37b-d6a5a7aa8e3e,1095-1460,1290,3.5342,m,en,wall_second,fault_second,cause_first,boy,cause,sophia
3,27,243721,4a2f9ad3-4017-4af0-b37b-d6a5a7aa8e3e,1095-1460,1290,3.5342,m,en,wall_second,fault_second,cause_first,boy,lexical,bobby
3,27,243721,4a2f9ad3-4017-4af0-b37b-d6a5a7aa8e3e,1095-1460,1290,3.5342,m,en,wall_second,fault_second,cause_first,boy,fault,bobby
3,27,243721,4a2f9ad3-4017-4af0-b37b-d6a5a7aa8e3e,1095-1460,1290,3.5342,m,en,wall_second,fault_second,cause_first,girl,cause,suzy
3,27,243721,4a2f9ad3-4017-4af0-b37b-d6a5a7aa8e3e,1095-1460,1290,3.5342,m,en,wall_second,fault_second,cause_first,girl,lexical,suzy
3,27,243721,4a2f9ad3-4017-4af0-b37b-d6a5a7aa8e3e,1095-1460,1290,3.5342,m,en,wall_second,fault_second,cause_first,girl,fault,suzy
3,28,250405,c3c55bbb-1e3b-43f6-874c-989e764a4852,1095-1460,1290,3.5342,f,en,wall_first,fault_second,cause_second,girl,lexical,suzy
3,28,250405,c3c55bbb-1e3b-43f6-874c-989e764a4852,1095-1460,1290,3.5342,f,en,wall_first,fault_second,cause_second,girl,cause,suzy
3,28,250405,c3c55bbb-1e3b-43f6-874c-989e764a4852,1095-1460,1290,3.5342,f,en,wall_first,fault_second,cause_second,girl,fault,andy
3,28,250405,c3c55bbb-1e3b-43f6-874c-989e764a4852,1095-1460,1290,3.5342,f,en,wall_first,fault_second,cause_second,boy,lexical,sophia
3,28,250405,c3c55bbb-1e3b-43f6-874c-989e764a4852,1095-1460,1290,3.5342,f,en,wall_first,fault_second,cause_second,boy,cause,sophia
3,28,250405,c3c55bbb-1e3b-43f6-874c-989e764a4852,1095-1460,1290,3.5342,f,en,wall_first,fault_second,cause_second,boy,fault,sophia
3,29,253478,472635fe-4606-4de0-95c3-b447a95550f4,1095-1460,1290,3.5342,m,en,wall_second,fault_first,cause_first,boy,fault,sophia
3,29,253478,472635fe-4606-4de0-95c3-b447a95550f4,1095-1460,1290,3.5342,m,en,wall_second,fault_first,cause_first,boy,cause,bobby
3,29,253478,472635fe-4606-4de0-95c3-b447a95550f4,1095-1460,1290,3.5342,m,en,wall_second,fault_first,cause_first,boy,lexical,sophia
3,29,253478,472635fe-4606-4de0-95c3-b447a95550f4,1095-1460,1290,3.5342,m,en,wall_second,fault_first,cause_first,girl,fault,andy
3,29,253478,472635fe-4606-4de0-95c3-b447a95550f4,1095-1460,1290,3.5342,m,en,wall_second,fault_first,cause_first,girl,cause,suzy
3,29,253478,472635fe-4606-4de0-95c3-b447a95550f4,1095-1460,1290,3.5342,m,en,wall_second,fault_first,cause_first,girl,lexical,andy
3,30,253528,aad601d4-01ed-450a-8195-71345f88cffa,1095-1460,1290,3.5342,m,en,wall_second,fault_first,cause_first,boy,fault,sophia
3,30,253528,aad601d4-01ed-450a-8195-71345f88cffa,1095-1460,1290,3.5342,m,en,wall_second,fault_first,cause_first,boy,cause,sophia
3,30,253528,aad601d4-01ed-450a-8195-71345f88cffa,1095-1460,1290,3.5342,m,en,wall_second,fault_first,cause_first,boy,lexical,sophia
